sunspot_month,sunspot_number
1890-07-01,19.3
1890-08-01,14.2
1890-09-01,28.6
1890-10-01,18.6
1890-11-01,15.9
1890-12-01,13.1
1891-01-01,22.5
1891-02-01,36.9
1891-03-01,17.2
1891-04-01,34.2
1891-05-01,68.5
1891-06-01,80.4
1891-07-01,98
1891-08-01,55.1
1891-09-01,89.7
1891-10-01,86
1891-11-01,69.8
1891-12-01,54.3
1892-01-01,115.2
1892-02-01,126.1
1892-03-01,83.3
1892-04-01,116
1892-05-01,132.7
1892-06-01,127.3
1892-07-01,127.6
1892-08-01,169
1892-09-01,104.7
1892-10-01,117.5
1892-11-01,108.9
1892-12-01,131
1893-01-01,125
1893-02-01,121.6
1893-03-01,109.5
1893-04-01,146.8
1893-05-01,141.3
1893-06-01,149.8
1893-07-01,147.6
1893-08-01,215.4
1893-09-01,129.9
1893-10-01,133.3
1893-11-01,125.2
1893-12-01,156.4
1894-01-01,138.6
1894-02-01,141
1894-03-01,87.1
1894-04-01,136
1894-05-01,168.7
1894-06-01,164.8
1894-07-01,176.7
1894-08-01,117.1
1894-09-01,110
1894-10-01,125.7
1894-11-01,94.3
1894-12-01,100.1
1895-01-01,105.4
1895-02-01,112
1895-03-01,101.6
1895-04-01,128.2
1895-05-01,112.5
1895-06-01,119.1
1895-07-01,79.7
1895-08-01,114.9
1895-09-01,96.1
1895-10-01,113.2
1895-11-01,78.6
1895-12-01,117.9
1896-01-01,48.4
1896-02-01,95.7
1896-03-01,86.5
1896-04-01,73
1896-05-01,46.1
1896-06-01,81.7
1896-07-01,75.2
1896-08-01,45.4
1896-09-01,102.2
1896-10-01,47.9
1896-11-01,63.3
1896-12-01,71
1897-01-01,67.6
1897-02-01,49
1897-03-01,48.7
1897-04-01,51.7
1897-05-01,33.3
1897-06-01,18.9
1897-07-01,46.1
1897-08-01,36.4
1897-09-01,80.4
1897-10-01,23.9
1897-11-01,14
1897-12-01,55.5
1898-01-01,50.4
1898-02-01,60.7
1898-03-01,63.9
1898-04-01,24.2
1898-05-01,43
1898-06-01,37.1
1898-07-01,15
1898-08-01,52.3
1898-09-01,58.1
1898-10-01,57.1
1898-11-01,51.6
1898-12-01,21.1
1899-01-01,32.4
1899-02-01,15.3
1899-03-01,30.3
1899-04-01,23.6
1899-05-01,12.9
1899-06-01,34.1
1899-07-01,22.5
1899-08-01,4.9
1899-09-01,14
1899-10-01,21.7
1899-11-01,13
1899-12-01,17.6
1900/1/1,15.7
1900/2/1,22.8
1900/3/1,14.4
1900/4/1,26.8
1900/5/1,25.3
1900/6/1,20.1
1900/7/1,13.9
1900/8/1,7.1
1900/9/1,13.9
1900/10/1,21.6
1900/11/1,7.5
1900/12/1,0.5
1901/1/1,0.4
1901/2/1,4
1901/3/1,7.4
1901/4/1,0
1901/5/1,17
1901/6/1,9.7
1901/7/1,1.2
1901/8/1,1.7
1901/9/1,0.9
1901/10/1,6.3
1901/11/1,6.4
1901/12/1,0
1902/1/1,9.3
1902/2/1,0
1902/3/1,20.7
1902/4/1,0
1902/5/1,4.7
1902/6/1,2.4
1902/7/1,1.5
1902/8/1,3.8
1902/9/1,12.6
1902/10/1,27.2
1902/11/1,17.2
1902/12/1,1.8
1903/1/1,13.9
1903/2/1,28.4
1903/3/1,22.5
1903/4/1,43.5
1903/5/1,24.3
1903/6/1,27.2
1903/7/1,46.4
1903/8/1,48
1903/9/1,18.5
1903/10/1,64.8
1903/11/1,74.2
1903/12/1,76.2
1904/1/1,52.6
1904/2/1,40.8
1904/3/1,61.9
1904/4/1,71.6
1904/5/1,65.7
1904/6/1,69.8
1904/7/1,84.3
1904/8/1,97.1
1904/9/1,50.2
1904/10/1,90.4
1904/11/1,63.4
1904/12/1,91.1
1905/1/1,91.2
1905/2/1,143
1905/3/1,94.3
1905/4/1,65.5
1905/5/1,79.9
1905/6/1,81.6
1905/7/1,121.6
1905/8/1,98.1
1905/9/1,91.8
1905/10/1,131.2
1905/11/1,178.7
1905/12/1,92.5
1906/1/1,75.8
1906/2/1,52.3
1906/3/1,107.4
1906/4/1,92.2
1906/5/1,96.2
1906/6/1,105.3
1906/7/1,172.7
1906/8/1,79.6
1906/9/1,93.5
1906/10/1,29.7
1906/11/1,64.8
1906/12/1,108
1907/1/1,127.4
1907/2/1,180.3
1907/3/1,101.1
1907/4/1,87.6
1907/5/1,71.4
1907/6/1,67.2
1907/7/1,82.9
1907/8/1,90.5
1907/9/1,141.7
1907/10/1,109.1
1907/11/1,102.5
1907/12/1,78.9
1908/1/1,65.4
1908/2/1,56.6
1908/3/1,47.9
1908/4/1,96.1
1908/5/1,68
1908/6/1,80.2
1908/7/1,65.8
1908/8/1,150.9
1908/9/1,144.9
1908/10/1,53.9
1908/11/1,75.9
1908/12/1,65.9
1909/1/1,94.6
1909/2/1,77.6
1909/3/1,110.5
1909/4/1,53.7
1909/5/1,60
1909/6/1,37.8
1909/7/1,59.6
1909/8/1,38.5
1909/9/1,64.7
1909/10/1,97.4
1909/11/1,93
1909/12/1,90.2
1910/1/1,44
1910/2/1,52.5
1910/3/1,35.7
1910/4/1,14.1
1910/5/1,36.9
1910/6/1,20.5
1910/7/1,23.5
1910/8/1,19.3
1910/9/1,43.7
1910/10/1,63.9
1910/11/1,8.3
1910/12/1,9.6
1911/1/1,5.6
1911/2/1,15
1911/3/1,13
1911/4/1,27.6
1911/5/1,15.1
1911/6/1,3.7
1911/7/1,5.9
1911/8/1,6.7
1911/9/1,6.7
1911/10/1,4.5
1911/11/1,7
1911/12/1,3.7
1912/1/1,0.4
1912/2/1,0
1912/3/1,8.2
1912/4/1,7.6
1912/5/1,7.4
1912/6/1,6.9
1912/7/1,4.9
1912/8/1,0.5
1912/9/1,15.9
1912/10/1,7.6
1912/11/1,1.9
1912/12/1,10.6
1913/1/1,3.8
1913/2/1,4.8
1913/3/1,0.8
1913/4/1,1.6
1913/5/1,0
1913/6/1,0
1913/7/1,2.9
1913/8/1,0.4
1913/9/1,2
1913/10/1,5.2
1913/11/1,1.2
1913/12/1,6.3
1914/1/1,4.7
1914/2/1,4.4
1914/3/1,5.3
1914/4/1,28.9
1914/5/1,8.7
1914/6/1,19.1
1914/7/1,9.1
1914/8/1,12.9
1914/9/1,21.2
1914/10/1,13.7
1914/11/1,27.3
1914/12/1,37.3
1915/1/1,38.5
1915/2/1,70.4
1915/3/1,64.8
1915/4/1,68.9
1915/5/1,55.1
1915/6/1,114.7
1915/7/1,119.4
1915/8/1,116
1915/9/1,82.4
1915/10/1,89.1
1915/11/1,70.9
1915/12/1,57.5
1916/1/1,75.5
1916/2/1,92.4
1916/3/1,111.7
1916/4/1,119.8
1916/5/1,124
1916/6/1,112.9
1916/7/1,89.3
1916/8/1,58.6
1916/9/1,75.1
1916/10/1,84.5
1916/11/1,109.5
1916/12/1,88.3
1917/1/1,124.5
1917/2/1,119.9
1917/3/1,158
1917/4/1,124.6
1917/5/1,190.2
1917/6/1,191.4
1917/7/1,199.7
1917/8/1,257.7
1917/9/1,215.6
1917/10/1,120.3
1917/11/1,160.7
1917/12/1,215.5
1918/1/1,160
1918/2/1,108.7
1918/3/1,120.4
1918/4/1,134.1
1918/5/1,127.9
1918/6/1,99
1918/7/1,179.5
1918/8/1,169.6
1918/9/1,133.2
1918/10/1,141.7
1918/11/1,139
1918/12/1,98.5
1919/1/1,80.2
1919/2/1,132.5
1919/3/1,110.9
1919/4/1,86.3
1919/5/1,146.9
1919/6/1,185.3
1919/7/1,107.8
1919/8/1,115.1
1919/9/1,91.1
1919/10/1,88
1919/11/1,69.9
1919/12/1,58
1920/1/1,85.3
1920/2/1,89.8
1920/3/1,116.9
1920/4/1,24.7
1920/5/1,55.4
1920/6/1,64.6
1920/7/1,45.7
1920/8/1,31.9
1920/9/1,60.5
1920/10/1,82.7
1920/11/1,45.3
1920/12/1,49.8
1921/1/1,52.5
1921/2/1,47.1
1921/3/1,44.5
1921/4/1,54
1921/5/1,37
1921/6/1,56.2
1921/7/1,69.7
1921/8/1,38
1921/9/1,29.6
1921/10/1,30.3
1921/11/1,29.6
1921/12/1,33.9
1922/1/1,19.7
1922/2/1,43.9
1922/3/1,91.3
1922/4/1,18.3
1922/5/1,13.4
1922/6/1,9.8
1922/7/1,18.3
1922/8/1,10.9
1922/9/1,7.8
1922/10/1,10.4
1922/11/1,12.2
1922/12/1,29
1923/1/1,7.5
1923/2/1,2.5
1923/3/1,5.5
1923/4/1,10.2
1923/5/1,5.3
1923/6/1,15.3
1923/7/1,5.9
1923/8/1,0.8
1923/9/1,22.1
1923/10/1,19.5
1923/11/1,16.7
1923/12/1,4.6
1924/1/1,0.8
1924/2/1,8.5
1924/3/1,3
1924/4/1,18.9
1924/5/1,34.6
1924/6/1,40
1924/7/1,46.9
1924/8/1,32.1
1924/9/1,41.9
1924/10/1,42.6
1924/11/1,37.5
1924/12/1,27.5
1925/1/1,9.1
1925/2/1,38.6
1925/3/1,30
1925/4/1,53
1925/5/1,71.4
1925/6/1,79.1
1925/7/1,64.2
1925/8/1,63.3
1925/9/1,100.3
1925/10/1,115.3
1925/11/1,97.6
1925/12/1,164.4
1926/1/1,119.7
1926/2/1,116.4
1926/3/1,104.2
1926/4/1,64.2
1926/5/1,107
1926/6/1,122.4
1926/7/1,87.2
1926/8/1,102.7
1926/9/1,101.4
1926/10/1,119.3
1926/11/1,100.8
1926/12/1,132.4
1927/1/1,136
1927/2/1,155.1
1927/3/1,116.1
1927/4/1,155.8
1927/5/1,131.9
1927/6/1,98.5
1927/7/1,91.6
1927/8/1,89.6
1927/9/1,114.1
1927/10/1,105.2
1927/11/1,112.1
1927/12/1,75.3
1928/1/1,139.2
1928/2/1,122.4
1928/3/1,142.4
1928/4/1,134.3
1928/5/1,128.3
1928/6/1,152.4
1928/7/1,163.4
1928/8/1,139.6
1928/9/1,149.6
1928/10/1,102.3
1928/11/1,83.9
1928/12/1,98.3
1929/1/1,114.8
1929/2/1,104.7
1929/3/1,83.8
1929/4/1,87.9
1929/5/1,97
1929/6/1,119.9
1929/7/1,117.1
1929/8/1,109.6
1929/9/1,57.3
1929/10/1,90.1
1929/11/1,135.1
1929/12/1,179.9
1930/1/1,108.8
1930/2/1,83.1
1930/3/1,58.4
1930/4/1,63.7
1930/5/1,61.4
1930/6/1,48
1930/7/1,36.5
1930/8/1,41.5
1930/9/1,53.5
1930/10/1,57.2
1930/11/1,59.4
1930/12/1,43
1931/1/1,24.4
1931/2/1,71.8
1931/3/1,50.1
1931/4/1,52
1931/5/1,40.8
1931/6/1,25.5
1931/7/1,29
1931/8/1,21.6
1931/9/1,31.7
1931/10/1,16.6
1931/11/1,31.2
1931/12/1,29.7
1932/1/1,20.1
1932/2/1,17.6
1932/3/1,18.8
1932/4/1,18.7
1932/5/1,29.7
1932/6/1,36.9
1932/7/1,16
1932/8/1,11.3
1932/9/1,6.6
1932/10/1,14.8
1932/11/1,13.7
1932/12/1,18.5
1933/1/1,20.4
1933/2/1,36.9
1933/3/1,16.8
1933/4/1,4.9
1933/5/1,5.3
1933/6/1,8.7
1933/7/1,4.7
1933/8/1,0.4
1933/9/1,8.5
1933/10/1,5
1933/11/1,1
1933/12/1,0.4
1934/1/1,5.7
1934/2/1,12.9
1934/3/1,7.2
1934/4/1,18.8
1934/5/1,32.9
1934/6/1,11.2
1934/7/1,15.3
1934/8/1,13.9
1934/9/1,6.7
1934/10/1,9.5
1934/11/1,14.5
1934/12/1,25.7
1935/1/1,31.1
1935/2/1,34.1
1935/3/1,38.5
1935/4/1,20.4
1935/5/1,45.4
1935/6/1,76.2
1935/7/1,56.5
1935/8/1,50.2
1935/9/1,70.1
1935/10/1,88.7
1935/11/1,107
1935/12/1,102.5
1936/1/1,104.7
1936/2/1,123.9
1936/3/1,128.4
1936/4/1,124.8
1936/5/1,90.9
1936/6/1,116.7
1936/7/1,87.2
1936/8/1,145
1936/9/1,126.7
1936/10/1,148.2
1936/11/1,192.3
1936/12/1,205.6
1937/1/1,220.9
1937/2/1,214.1
1937/3/1,139.7
1937/4/1,182.2
1937/5/1,194.4
1937/6/1,217.1
1937/7/1,241.8
1937/8/1,229.5
1937/9/1,167.9
1937/10/1,208.2
1937/11/1,123.9
1937/12/1,147.9
1938/1/1,164
1938/2/1,198.6
1938/3/1,144.2
1938/4/1,168.4
1938/5/1,212.3
1938/6/1,162.6
1938/7/1,275.6
1938/8/1,192.8
1938/9/1,149.3
1938/10/1,165.3
1938/11/1,203.6
1938/12/1,154.7
1939/1/1,133.9
1939/2/1,129
1939/3/1,107.8
1939/4/1,181.9
1939/5/1,197.3
1939/6/1,168.3
1939/7/1,162.6
1939/8/1,176.3
1939/9/1,187.7
1939/10/1,146.9
1939/11/1,113.7
1939/12/1,70.2
1940/1/1,84.1
1940/2/1,99.1
1940/3/1,138.9
1940/4/1,101.1
1940/5/1,90.6
1940/6/1,139.8
1940/7/1,112.5
1940/8/1,175.9
1940/9/1,110.8
1940/10/1,91.5
1940/11/1,97.4
1940/12/1,113.8
1941/1/1,76.1
1941/2/1,74.3
1941/3/1,77.5
1941/4/1,54.6
1941/5/1,49
1941/6/1,99.6
1941/7/1,111.4
1941/8/1,100.1
1941/9/1,109.8
1941/10/1,77.2
1941/11/1,64
1941/12/1,56.2
1942/1/1,59.5
1942/2/1,87.9
1942/3/1,90.4
1942/4/1,101.2
1942/5/1,41.8
1942/6/1,18.9
1942/7/1,29.6
1942/8/1,33.7
1942/9/1,28.7
1942/10/1,32
1942/11/1,51.3
1942/12/1,37.6
1943/1/1,20.7
1943/2/1,48.1
1943/3/1,45.7
1943/4/1,43.5
1943/5/1,23.6
1943/6/1,12.7
1943/7/1,22
1943/8/1,32.3
1943/9/1,16.7
1943/10/1,13
1943/11/1,17
1943/12/1,31.4
1944/1/1,6.1
1944/2/1,0.8
1944/3/1,18.3
1944/4/1,0.4
1944/5/1,4.1
1944/6/1,8.2
1944/7/1,8.5
1944/8/1,27.9
1944/9/1,23.7
1944/10/1,28.1
1944/11/1,17.9
1944/12/1,47.4
1945/1/1,30.8
1945/2/1,21.2
1945/3/1,35.9
1945/4/1,53.4
1945/5/1,51
1945/6/1,60.2
1945/7/1,71
1945/8/1,43.1
1945/9/1,58.1
1945/10/1,114.5
1945/11/1,76.6
1945/12/1,45.7
1946/1/1,79.3
1946/2/1,143.8
1946/3/1,127.7
1946/4/1,126.1
1946/5/1,141.6
1946/6/1,122.6
1946/7/1,193.7
1946/8/1,178.7
1946/9/1,157.4
1946/10/1,170.5
1946/11/1,206.3
1946/12/1,202.9
1947/1/1,163.7
1947/2/1,188.9
1947/3/1,183.8
1947/4/1,212.1
1947/5/1,285
1947/6/1,232.1
1947/7/1,223.5
1947/8/1,267.4
1947/9/1,239.9
1947/10/1,231.7
1947/11/1,181.3
1947/12/1,164.9
1948/1/1,153.6
1948/2/1,122
1948/3/1,134.3
1948/4/1,268.5
1948/5/1,246.4
1948/6/1,237.5
1948/7/1,201.4
1948/8/1,223.7
1948/9/1,202.9
1948/10/1,192.9
1948/11/1,135.6
1948/12/1,195.3
1949/1/1,168.6
1949/2/1,258
1949/3/1,223
1949/4/1,208.1
1949/5/1,150.4
1949/6/1,172.4
1949/7/1,178.3
1949/8/1,175.3
1949/9/1,205.8
1949/10/1,186.3
1949/11/1,203.2
1949/12/1,166.6
1950/1/1,143.9
1950/2/1,134.3
1950/3/1,155.4
1950/4/1,160.6
1950/5/1,150.5
1950/6/1,118.3
1950/7/1,128.9
1950/8/1,120.6
1950/9/1,72.7
1950/10/1,87
1950/11/1,77.7
1950/12/1,76.7
1951/1/1,85
1951/2/1,84.8
1951/3/1,79.3
1951/4/1,131.7
1951/5/1,153.7
1951/6/1,142.4
1951/7/1,87.2
1951/8/1,86.5
1951/9/1,117.7
1951/10/1,73.3
1951/11/1,74.2
1951/12/1,65
1952/1/1,57.9
1952/2/1,32.4
1952/3/1,31.5
1952/4/1,41.7
1952/5/1,33.6
1952/6/1,52
1952/7/1,56.1
1952/8/1,77.8
1952/9/1,40.4
1952/10/1,34.2
1952/11/1,31.8
1952/12/1,48.9
1953/1/1,37.9
1953/2/1,5.9
1953/3/1,14.7
1953/4/1,39.6
1953/5/1,18.3
1953/6/1,31.5
1953/7/1,12.7
1953/8/1,33.6
1953/9/1,28
1953/10/1,12.3
1953/11/1,2.5
1953/12/1,3.9
1954/1/1,0.4
1954/2/1,0.8
1954/3/1,15.8
1954/4/1,2.7
1954/5/1,1.2
1954/6/1,0.4
1954/7/1,7.3
1954/8/1,12.6
1954/9/1,2.3
1954/10/1,10.5
1954/11/1,13.4
1954/12/1,11.3
1955/1/1,33.4
1955/2/1,29.9
1955/3/1,7.3
1955/4/1,16.4
1955/5/1,41.3
1955/6/1,45.2
1955/7/1,38.2
1955/8/1,58
1955/9/1,60.8
1955/10/1,83
1955/11/1,126.3
1955/12/1,108.8
1956/1/1,104.1
1956/2/1,175.6
1956/3/1,167.7
1956/4/1,156.7
1956/5/1,193.4
1956/6/1,165.1
1956/7/1,182.7
1956/8/1,240.2
1956/9/1,245.4
1956/10/1,219.9
1956/11/1,285
1956/12/1,272
1957/1/1,233.7
1957/2/1,184.5
1957/3/1,222.8
1957/4/1,248
1957/5/1,233
1957/6/1,284.3
1957/7/1,265.1
1957/8/1,223.7
1957/9/1,334
1957/10/1,359.4
1957/11/1,298.6
1957/12/1,339
1958/1/1,286.7
1958/2/1,233.6
1958/3/1,270
1958/4/1,277.6
1958/5/1,248.2
1958/6/1,242.9
1958/7/1,271
1958/8/1,283.5
1958/9/1,285.1
1958/10/1,256.9
1958/11/1,215.6
1958/12/1,265.7
1959/1/1,307.7
1959/2/1,202.6
1959/3/1,263
1959/4/1,231.3
1959/5/1,243.6
1959/6/1,238.9
1959/7/1,211.9
1959/8/1,282.6
1959/9/1,205.6
1959/10/1,157.7
1959/11/1,175.6
1959/12/1,177.1
1960/1/1,207.2
1960/2/1,149.9
1960/3/1,144.6
1960/4/1,172.7
1960/5/1,169.3
1960/6/1,156
1960/7/1,172.4
1960/8/1,190
1960/9/1,180.1
1960/10/1,117.3
1960/11/1,126.9
1960/12/1,121.2
1961/1/1,82.1
1961/2/1,65.4
1961/3/1,75.2
1961/4/1,86.9
1961/5/1,72.3
1961/6/1,109.5
1961/7/1,99.3
1961/8/1,79.2
1961/9/1,90.1
1961/10/1,53.7
1961/11/1,46.5
1961/12/1,56.9
1962/1/1,55.1
1962/2/1,71.7
1962/3/1,64.9
1962/4/1,65.9
1962/5/1,61.9
1962/6/1,59.6
1962/7/1,31.4
1962/8/1,31.5
1962/9/1,72.7
1962/10/1,56.1
1962/11/1,38.8
1962/12/1,33.2
1963/1/1,28.7
1963/2/1,35.2
1963/3/1,24.8
1963/4/1,41.7
1963/5/1,61.1
1963/6/1,51.2
1963/7/1,28.7
1963/8/1,47.5
1963/9/1,55.2
1963/10/1,50.1
1963/11/1,33.7
1963/12/1,21.6
1964/1/1,22.6
1964/2/1,25.3
1964/3/1,24.1
1964/4/1,12.9
1964/5/1,14.3
1964/6/1,13.5
1964/7/1,4.8
1964/8/1,13.8
1964/9/1,7
1964/10/1,9.2
1964/11/1,11.1
1964/12/1,22.1
1965/1/1,25.4
1965/2/1,20.8
1965/3/1,17.5
1965/4/1,10.2
1965/5/1,34.5
1965/6/1,23.3
1965/7/1,17.3
1965/8/1,13.3
1965/9/1,24.5
1965/10/1,29.1
1965/11/1,22.8
1965/12/1,24.7
1966/1/1,40.3
1966/2/1,35.3
1966/3/1,36.4
1966/4/1,69
1966/5/1,64.2
1966/6/1,67.7
1966/7/1,80.2
1966/8/1,72.6
1966/9/1,71.1
1966/10/1,81.2
1966/11/1,81
1966/12/1,99.8
1967/1/1,157
1967/2/1,132.6
1967/3/1,158.3
1967/4/1,98.4
1967/5/1,122.5
1967/6/1,95.4
1967/7/1,129.5
1967/8/1,151.8
1967/9/1,108.7
1967/10/1,125
1967/11/1,133.6
1967/12/1,179
1968/1/1,172.5
1968/2/1,158.5
1968/3/1,130.5
1968/4/1,115
1968/5/1,180
1968/6/1,156.2
1968/7/1,136.2
1968/8/1,154.8
1968/9/1,166
1968/10/1,152.5
1968/11/1,121.7
1968/12/1,155.5
1969/1/1,147.8
1969/2/1,170.5
1969/3/1,192.3
1969/4/1,151.1
1969/5/1,169.9
1969/6/1,150.1
1969/7/1,137.1
1969/8/1,138.8
1969/9/1,129.3
1969/10/1,135.4
1969/11/1,132.4
1969/12/1,138.6
1970/1/1,157.9
1970/2/1,180.8
1970/3/1,145.7
1970/4/1,155.1
1970/5/1,180.5
1970/6/1,151.3
1970/7/1,159.3
1970/8/1,131.7
1970/9/1,140.8
1970/10/1,122.6
1970/11/1,134.8
1970/12/1,118.2
1971/1/1,129.2
1971/2/1,111.8
1971/3/1,85.9
1971/4/1,101.6
1971/5/1,81.5
1971/6/1,70.7
1971/7/1,114.7
1971/8/1,87
1971/9/1,71.3
1971/10/1,73.4
1971/11/1,89.5
1971/12/1,116.5
1972/1/1,87
1972/2/1,125.3
1972/3/1,113.5
1972/4/1,89.6
1972/5/1,113.9
1972/6/1,124.7
1972/7/1,108.3
1972/8/1,108.9
1972/9/1,90.7
1972/10/1,86.9
1972/11/1,59.2
1972/12/1,64.3
1973/1/1,61.8
1973/2/1,60.9
1973/3/1,65.4
1973/4/1,81.8
1973/5/1,60.3
1973/6/1,56.1
1973/7/1,33.2
1973/8/1,36.6
1973/9/1,84.1
1973/10/1,43.7
1973/11/1,34.3
1973/12/1,33.3
1974/1/1,39.4
1974/2/1,37.3
1974/3/1,30.9
1974/4/1,57.5
1974/5/1,56.3
1974/6/1,51.5
1974/7/1,79.1
1974/8/1,47.9
1974/9/1,57.2
1974/10/1,67.2
1974/11/1,35.9
1974/12/1,29.6
1975/1/1,27.3
1975/2/1,16.7
1975/3/1,16.9
1975/4/1,7.7
1975/5/1,13.1
1975/6/1,16.7
1975/7/1,40.4
1975/8/1,56.7
1975/9/1,20.3
1975/10/1,13.6
1975/11/1,27.9
1975/12/1,11.6
1976/1/1,11.9
1976/2/1,6.4
1976/3/1,31.5
1976/4/1,27.3
1976/5/1,18.2
1976/6/1,17.9
1976/7/1,2.9
1976/8/1,24.1
1976/9/1,20
1976/10/1,29.7
1976/11/1,7.9
1976/12/1,22.3
1977/1/1,23.8
1977/2/1,33.3
1977/3/1,13
1977/4/1,19
1977/5/1,27
1977/6/1,54.9
1977/7/1,30.6
1977/8/1,43
1977/9/1,62.4
1977/10/1,62.1
1977/11/1,41.6
1977/12/1,61.4
1978/1/1,73.7
1978/2/1,132.6
1978/3/1,108.4
1978/4/1,141.2
1978/5/1,117.1
1978/6/1,134.6
1978/7/1,99.7
1978/8/1,82.4
1978/9/1,195.7
1978/10/1,177.1
1978/11/1,138.5
1978/12/1,173.9
1979/1/1,235.9
1979/2/1,194.7
1979/3/1,195.3
1979/4/1,143.7
1979/5/1,190.3
1979/6/1,211.7
1979/7/1,225.7
1979/8/1,201.4
1979/9/1,266.9
1979/10/1,263.6
1979/11/1,259.5
1979/12/1,249.6
1980/1/1,226.1
1980/2/1,219.4
1980/3/1,178.7
1980/4/1,232.2
1980/5/1,254.7
1980/6/1,222.7
1980/7/1,192.9
1980/8/1,191.7
1980/9/1,219.6
1980/10/1,233.3
1980/11/1,209.5
1980/12/1,246.9
1981/1/1,156.6
1981/2/1,189.9
1981/3/1,196.6
1981/4/1,225.3
1981/5/1,194.7
1981/6/1,131.6
1981/7/1,205.3
1981/8/1,242.5
1981/9/1,245.3
1981/10/1,216.2
1981/11/1,186
1981/12/1,195.4
1982/1/1,149.8
1982/2/1,230.9
1982/3/1,221.1
1982/4/1,170.3
1982/5/1,119.3
1982/6/1,163.7
1982/7/1,139.4
1982/8/1,161.9
1982/9/1,167.4
1982/10/1,134.3
1982/11/1,127.5
1982/12/1,169
1983/1/1,115.5
1983/2/1,73.1
1983/3/1,88.7
1983/4/1,109.6
1983/5/1,132.5
1983/6/1,131.5
1983/7/1,108.9
1983/8/1,96
1983/9/1,69.9
1983/10/1,72.5
1983/11/1,45.7
1983/12/1,45.6
1984/1/1,74.8
1984/2/1,110.2
1984/3/1,116.7
1984/4/1,90.4
1984/5/1,96.9
1984/6/1,65.1
1984/7/1,55.7
1984/8/1,35
1984/9/1,22.6
1984/10/1,12.6
1984/11/1,26.5
1984/12/1,21.4
1985/1/1,17.8
1985/2/1,20.7
1985/3/1,16.9
1985/4/1,20.4
1985/5/1,32.4
1985/6/1,28.3
1985/7/1,39.9
1985/8/1,10.1
1985/9/1,4.3
1985/10/1,22
1985/11/1,17.9
1985/12/1,15.8
1986/1/1,2.8
1986/2/1,27.9
1986/3/1,13.8
1986/4/1,22.4
1986/5/1,16.1
1986/6/1,0.6
1986/7/1,18.1
1986/8/1,9.9
1986/9/1,5.1
1986/10/1,40.1
1986/11/1,15.4
1986/12/1,5.8
1987/1/1,9.8
1987/2/1,3.4
1987/3/1,17.4
1987/4/1,46
1987/5/1,39.1
1987/6/1,18.8
1987/7/1,38.2
1987/8/1,47.9
1987/9/1,42.2
1987/10/1,63.4
1987/11/1,48.8
1987/12/1,29.1
1988/1/1,70.5
1988/2/1,45.4
1988/3/1,91.2
1988/4/1,108.8
1988/5/1,74.2
1988/6/1,124.3
1988/7/1,131.4
1988/8/1,139.4
1988/9/1,142.7
1988/10/1,156.5
1988/11/1,156.8
1988/12/1,231.2
1989/1/1,210.1
1989/2/1,208.7
1989/3/1,170.4
1989/4/1,166.3
1989/5/1,195.4
1989/6/1,284.5
1989/7/1,180.5
1989/8/1,232
1989/9/1,225.1
1989/10/1,212.2
1989/11/1,238.2
1989/12/1,211.4
1990/1/1,227.4
1990/2/1,171.8
1990/3/1,191.7
1990/4/1,189.7
1990/5/1,175.2
1990/6/1,153.3
1990/7/1,191.1
1990/8/1,252.1
1990/9/1,169.1
1990/10/1,199.4
1990/11/1,178.8
1990/12/1,197.1
1991/1/1,195.3
1991/2/1,240.3
1991/3/1,197
1991/4/1,197.6
1991/5/1,166.9
1991/6/1,224.7
1991/7/1,240.2
1991/8/1,240.8
1991/9/1,168.9
1991/10/1,197.1
1991/11/1,159.5
1991/12/1,212.6
1992/1/1,198.3
1992/2/1,230.7
1992/3/1,151
1992/4/1,142.2
1992/5/1,94.3
1992/6/1,98.5
1992/7/1,114.2
1992/8/1,91.9
1992/9/1,94
1992/10/1,133.4
1992/11/1,129.6
1992/12/1,122
1993/1/1,81.4
1993/2/1,127.8
1993/3/1,102.4
1993/4/1,94.4
1993/5/1,78.8
1993/6/1,69.6
1993/7/1,80.4
1993/8/1,62.5
1993/9/1,31.2
1993/10/1,71.1
1993/11/1,48.2
1993/12/1,68.4
1994/1/1,84.9
1994/2/1,54.9
1994/3/1,47.5
1994/4/1,27.4
1994/5/1,29.8
1994/6/1,39.7
1994/7/1,50.6
1994/8/1,34.3
1994/9/1,40.5
1994/10/1,67.1
1994/11/1,29.5
1994/12/1,32.2
1995/1/1,32.6
1995/2/1,45.8
1995/3/1,46.3
1995/4/1,21.6
1995/5/1,19.4
1995/6/1,22.5
1995/7/1,20.4
1995/8/1,18.2
1995/9/1,15.7
1995/10/1,30.6
1995/11/1,14
1995/12/1,14.9
1996/1/1,13.3
1996/2/1,7.7
1996/3/1,12.6
1996/4/1,6.8
1996/5/1,7.6
1996/6/1,16.5
1996/7/1,11.8
1996/8/1,19.7
1996/9/1,3
1996/10/1,0.7
1996/11/1,24.9
1996/12/1,14
1997/1/1,7.4
1997/2/1,11
1997/3/1,12.1
1997/4/1,23
1997/5/1,25.4
1997/6/1,20.8
1997/7/1,12.9
1997/8/1,35.7
1997/9/1,59.7
1997/10/1,32.8
1997/11/1,50.4
1997/12/1,55.5
1998/1/1,44.5
1998/2/1,50.2
1998/3/1,82
1998/4/1,70.6
1998/5/1,74
