sunspot_month,sunspot_number
1998/6/1,90.5
1998/7/1,96.7
1998/8/1,121.1
1998/9/1,132
1998/10/1,78.5
1998/11/1,97.3
1998/12/1,119.2
1999/1/1,86
1999/2/1,98
1999/3/1,103.5
1999/4/1,93.6
1999/5/1,149.6
1999/6/1,207.2
1999/7/1,173.5
1999/8/1,142.3
1999/9/1,106.3
1999/10/1,168.7
1999/11/1,188.3
1999/12/1,116.8
2000/1/1,133.1
2000/2/1,165.7
2000/3/1,217.7
2000/4/1,191.5
2000/5/1,165.9
2000/6/1,188
2000/7/1,244.3
2000/8/1,180.5
2000/9/1,156
2000/10/1,141.6
2000/11/1,158.1
2000/12/1,143.3
2001/1/1,142.6
2001/2/1,121.5
2001/3/1,165.8
2001/4/1,161.7
2001/5/1,142.1
2001/6/1,202.9
2001/7/1,123
2001/8/1,161.5
2001/9/1,238.2
2001/10/1,194.1
2001/11/1,176.6
2001/12/1,213.4
2002/1/1,184.6
2002/2/1,170.2
2002/3/1,147.1
2002/4/1,186.9
2002/5/1,187.5
2002/6/1,128.8
2002/7/1,161
2002/8/1,175.6
2002/9/1,187.9
2002/10/1,151.2
2002/11/1,147.2
2002/12/1,135.3
2003/1/1,133.5
2003/2/1,75.7
2003/3/1,100.7
2003/4/1,97.9
2003/5/1,86.8
2003/6/1,118.7
2003/7/1,128.3
2003/8/1,115.4
2003/9/1,78.5
2003/10/1,97.8
2003/11/1,82.9
2003/12/1,72.2
2004/1/1,60.6
2004/2/1,74.6
2004/3/1,74.8
2004/4/1,59.2
2004/5/1,72.8
2004/6/1,66.5
2004/7/1,83.8
2004/8/1,69.7
2004/9/1,48.8
2004/10/1,74.2
2004/11/1,70.1
2004/12/1,28.9
2005/1/1,48.1
2005/2/1,43.5
2005/3/1,39.6
2005/4/1,38.7
2005/5/1,61.9
2005/6/1,56.8
2005/7/1,62.4
2005/8/1,60.5
2005/9/1,37.2
2005/10/1,13.2
2005/11/1,27.5
2005/12/1,59.3
2006/1/1,20.9
2006/2/1,5.7
2006/3/1,17.3
2006/4/1,50.3
2006/5/1,37.2
2006/6/1,24.5
2006/7/1,22.2
2006/8/1,20.8
2006/9/1,23.7
2006/10/1,14.9
2006/11/1,35.7
2006/12/1,22.3
2007/1/1,29.3
2007/2/1,18.4
2007/3/1,7.2
2007/4/1,5.4
2007/5/1,19.5
2007/6/1,21.3
2007/7/1,15.1
2007/8/1,9.8
2007/9/1,4
2007/10/1,1.5
2007/11/1,2.8
2007/12/1,17.3
2008/1/1,4.1
2008/2/1,2.9
2008/3/1,15.5
2008/4/1,3.6
2008/5/1,4.6
2008/6/1,5.2
2008/7/1,0.6
2008/8/1,0.3
2008/9/1,1.2
2008/10/1,4.2
2008/11/1,6.6
2008/12/1,1
2009/1/1,1.3
2009/2/1,1.2
2009/3/1,0.6
2009/4/1,1.2
2009/5/1,2.9
2009/6/1,6.3
2009/7/1,5.5
2009/8/1,0
2009/9/1,7.1
2009/10/1,7.7
2009/11/1,6.9
2009/12/1,16.3
2010/1/1,19.5
2010/2/1,28.5
2010/3/1,24
2010/4/1,10.4
2010/5/1,13.9
2010/6/1,18.8
2010/7/1,25.2
2010/8/1,29.6
2010/9/1,36.4
2010/10/1,33.6
2010/11/1,34.4
2010/12/1,24.5
2011/1/1,27.3
2011/2/1,48.3
2011/3/1,78.6
2011/4/1,76.1
2011/5/1,58.2
2011/6/1,56.1
2011/7/1,64.5
2011/8/1,65.8
2011/9/1,120.1
2011/10/1,125.7
2011/11/1,139.1
2011/12/1,109.3
2012/1/1,94.4
2012/2/1,47.8
2012/3/1,86.6
2012/4/1,85.9
2012/5/1,96.5
2012/6/1,92
2012/7/1,100.1
2012/8/1,94.8
2012/9/1,93.7
2012/10/1,76.5
2012/11/1,87.6
2012/12/1,56.8
2013/1/1,96.1
2013/2/1,60.9
2013/3/1,78.3
2013/4/1,107.3
2013/5/1,120.2
2013/6/1,76.7
2013/7/1,86.2
2013/8/1,91.8
2013/9/1,54.5
2013/10/1,114.4
2013/11/1,113.9
2013/12/1,124.2
2014/1/1,117
2014/2/1,146.1
2014/3/1,128.7
2014/4/1,112.5
2014/5/1,112.5
2014/6/1,102.9
2014/7/1,100.2
2014/8/1,106.9
2014/9/1,130
2014/10/1,90
2014/11/1,103.6
2014/12/1,112.9
2015/1/1,93
2015/2/1,66.7
2015/3/1,54.5
2015/4/1,75.3
2015/5/1,88.8
2015/6/1,66.5
2015/7/1,65.8
2015/8/1,64.4
2015/9/1,78.6
2015/10/1,63.6
2015/11/1,62.2
2015/12/1,58
2016/1/1,57
2016/2/1,56.4
2016/3/1,54.1
2016/4/1,37.9
2016/5/1,51.5
2016/6/1,20.5
2016/7/1,32.4
2016/8/1,50.2
2016/9/1,44.6
2016/10/1,33.4
2016/11/1,21.4
2016/12/1,18.5
2017/1/1,26.1
2017/2/1,26.4
2017/3/1,17.7
2017/4/1,32.3
2017/5/1,18.9
2017/6/1,19.2
2017/7/1,17.8
2017/8/1,32.6
2017/9/1,43.7
2017/10/1,13.2
2017/11/1,5.7
2017/12/1,8.2
2018/1/1,6.8
2018/2/1,10.7
2018/3/1,2.5
2018/4/1,8.9
2018/5/1,13.1
2018/6/1,15.6
2018/7/1,1.6
2018/8/1,8.7
2018/9/1,3.3
2018/10/1,4.9
2018/11/1,4.9
2018/12/1,3.1
2019/1/1,7.7
2019/2/1,0.8
2019/3/1,9.4
2019/4/1,9.1
2019/5/1,9.9
2019/6/1,1.2
2019/7/1,0.9
2019/8/1,0.5
2019/9/1,1.1
2019/10/1,0.4
2019/11/1,0.5
2019/12/1,1.5
